adcBuf,uint16_t [1024],0x20002934 <adcBuf>,,
,[0...99],uint16_t [100],0x20002934 <adcBuf>,
,,adcBuf[0],uint16_t,2069
,,adcBuf[1],uint16_t,2084
,,adcBuf[2],uint16_t,2111
,,adcBuf[3],uint16_t,2145
,,adcBuf[4],uint16_t,2185
,,adcBuf[5],uint16_t,2230
,,adcBuf[6],uint16_t,2285
,,adcBuf[7],uint16_t,2343
,,adcBuf[8],uint16_t,2404
,,adcBuf[9],uint16_t,2474
,,adcBuf[10],uint16_t,2548
,,adcBuf[11],uint16_t,2620
,,adcBuf[12],uint16_t,2700
,,adcBuf[13],uint16_t,2776
,,adcBuf[14],uint16_t,2855
,,adcBuf[15],uint16_t,2929
,,adcBuf[16],uint16_t,3006
,,adcBuf[17],uint16_t,3080
,,adcBuf[18],uint16_t,3157
,,adcBuf[19],uint16_t,3225
,,adcBuf[20],uint16_t,3297
,,adcBuf[21],uint16_t,3361
,,adcBuf[22],uint16_t,3428
,,adcBuf[23],uint16_t,3486
,,adcBuf[24],uint16_t,3543
,,adcBuf[25],uint16_t,3599
,,adcBuf[26],uint16_t,3654
,,adcBuf[27],uint16_t,3702
,,adcBuf[28],uint16_t,3743
,,adcBuf[29],uint16_t,3786
,,adcBuf[30],uint16_t,3827
,,adcBuf[31],uint16_t,3866
,,adcBuf[32],uint16_t,3899
,,adcBuf[33],uint16_t,3924
,,adcBuf[34],uint16_t,3955
,,adcBuf[35],uint16_t,3977
,,adcBuf[36],uint16_t,3998
,,adcBuf[37],uint16_t,4018
,,adcBuf[38],uint16_t,4030
,,adcBuf[39],uint16_t,4048
,,adcBuf[40],uint16_t,4059
,,adcBuf[41],uint16_t,4070
,,adcBuf[42],uint16_t,4080
,,adcBuf[43],uint16_t,4085
,,adcBuf[44],uint16_t,4089
,,adcBuf[45],uint16_t,4089
,,adcBuf[46],uint16_t,4094
,,adcBuf[47],uint16_t,4092
,,adcBuf[48],uint16_t,4090
,,adcBuf[49],uint16_t,4086
,,adcBuf[50],uint16_t,4080
,,adcBuf[51],uint16_t,4076
,,adcBuf[52],uint16_t,4068
,,adcBuf[53],uint16_t,4057
,,adcBuf[54],uint16_t,4049
,,adcBuf[55],uint16_t,4035
,,adcBuf[56],uint16_t,4026
,,adcBuf[57],uint16_t,4014
,,adcBuf[58],uint16_t,4002
,,adcBuf[59],uint16_t,3987
,,adcBuf[60],uint16_t,3973
,,adcBuf[61],uint16_t,3961
,,adcBuf[62],uint16_t,3946
,,adcBuf[63],uint16_t,3935
,,adcBuf[64],uint16_t,3916
,,adcBuf[65],uint16_t,3901
,,adcBuf[66],uint16_t,3885
,,adcBuf[67],uint16_t,3869
,,adcBuf[68],uint16_t,3855
,,adcBuf[69],uint16_t,3838
,,adcBuf[70],uint16_t,3821
,,adcBuf[71],uint16_t,3805
,,adcBuf[72],uint16_t,3787
,,adcBuf[73],uint16_t,3773
,,adcBuf[74],uint16_t,3754
,,adcBuf[75],uint16_t,3735
,,adcBuf[76],uint16_t,3719
,,adcBuf[77],uint16_t,3702
,,adcBuf[78],uint16_t,3686
,,adcBuf[79],uint16_t,3664
,,adcBuf[80],uint16_t,3643
,,adcBuf[81],uint16_t,3627
,,adcBuf[82],uint16_t,3606
,,adcBuf[83],uint16_t,3588
,,adcBuf[84],uint16_t,3564
