adcBuf,uint16_t [1024],0x20002934 <adcBuf>,,
,[0...99],uint16_t [100],0x20002934 <adcBuf>,
,,adcBuf[0],uint16_t,2051
,,adcBuf[1],uint16_t,2056
,,adcBuf[2],uint16_t,2068
,,adcBuf[3],uint16_t,2082
,,adcBuf[4],uint16_t,2105
,,adcBuf[5],uint16_t,2144
,,adcBuf[6],uint16_t,2192
,,adcBuf[7],uint16_t,2252
,,adcBuf[8],uint16_t,2320
,,adcBuf[9],uint16_t,2397
,,adcBuf[10],uint16_t,2479
,,adcBuf[11],uint16_t,2565
,,adcBuf[12],uint16_t,2655
,,adcBuf[13],uint16_t,2750
,,adcBuf[14],uint16_t,2842
,,adcBuf[15],uint16_t,2941
,,adcBuf[16],uint16_t,3037
,,adcBuf[17],uint16_t,3137
,,adcBuf[18],uint16_t,3232
,,adcBuf[19],uint16_t,3328
,,adcBuf[20],uint16_t,3418
,,adcBuf[21],uint16_t,3506
,,adcBuf[22],uint16_t,3596
,,adcBuf[23],uint16_t,3681
,,adcBuf[24],uint16_t,3760
,,adcBuf[25],uint16_t,3839
,,adcBuf[26],uint16_t,3917
,,adcBuf[27],uint16_t,3986
,,adcBuf[28],uint16_t,4051
,,adcBuf[29],uint16_t,4095
,,adcBuf[30],uint16_t,4095
,,adcBuf[31],uint16_t,4095
,,adcBuf[32],uint16_t,4095
,,adcBuf[33],uint16_t,4095
,,adcBuf[34],uint16_t,4095
,,adcBuf[35],uint16_t,4095
,,adcBuf[36],uint16_t,4095
,,adcBuf[37],uint16_t,4095
,,adcBuf[38],uint16_t,4095
,,adcBuf[39],uint16_t,4095
,,adcBuf[40],uint16_t,4095
,,adcBuf[41],uint16_t,4095
,,adcBuf[42],uint16_t,4095
,,adcBuf[43],uint16_t,4095
,,adcBuf[44],uint16_t,4095
,,adcBuf[45],uint16_t,4095
,,adcBuf[46],uint16_t,4095
,,adcBuf[47],uint16_t,4095
,,adcBuf[48],uint16_t,4095
,,adcBuf[49],uint16_t,4095
,,adcBuf[50],uint16_t,4095
,,adcBuf[51],uint16_t,4095
,,adcBuf[52],uint16_t,4095
,,adcBuf[53],uint16_t,4095
,,adcBuf[54],uint16_t,4095
,,adcBuf[55],uint16_t,4095
,,adcBuf[56],uint16_t,4095
,,adcBuf[57],uint16_t,4095
,,adcBuf[58],uint16_t,4095
,,adcBuf[59],uint16_t,4095
,,adcBuf[60],uint16_t,4095
,,adcBuf[61],uint16_t,4095
,,adcBuf[62],uint16_t,4095
,,adcBuf[63],uint16_t,4095
,,adcBuf[64],uint16_t,4095
,,adcBuf[65],uint16_t,4095
,,adcBuf[66],uint16_t,4095
,,adcBuf[67],uint16_t,4095
,,adcBuf[68],uint16_t,4095
,,adcBuf[69],uint16_t,4095
,,adcBuf[70],uint16_t,4095
,,adcBuf[71],uint16_t,4095
,,adcBuf[72],uint16_t,4095
,,adcBuf[73],uint16_t,4095
,,adcBuf[74],uint16_t,4095
,,adcBuf[75],uint16_t,4095
,,adcBuf[76],uint16_t,4095
,,adcBuf[77],uint16_t,4095
,,adcBuf[78],uint16_t,4095
,,adcBuf[79],uint16_t,4095
,,adcBuf[80],uint16_t,4095
,,adcBuf[81],uint16_t,4095
,,adcBuf[82],uint16_t,4095
,,adcBuf[83],uint16_t,4095
,,adcBuf[84],uint16_t,4063
